caseid,SOCIETY_TRANS_W92,FREECOLL_W92,UNIMMIGCOMM_W92,ECON4_b_W54,F_PARTY_FINAL,FAMSURV2Wc_W50,F_AGECAT,BILLION_W92,ELECT_IMPT3_PRVFR_W92,F_INCOME,INEQ1_W54,GOVPRIORITYb_W54,POLINTOL2_a_W92,GOVPRIORITYd_W54,SATLIFEc_W50,PROG_RNEED_W92,F_RELIG,FAMSURV6_W50,GODMORALIMP_W92,FAMSURV2Mc_W50,WHADVANT_W92,REPRSNTREP_W92,USEXCEPT_W92,ELECT_CONF3_PRVFR_W92,ELECT_CONF3_PRVSUP_W92,F_SEX,GOVPRIORITYf_W54,REPRSNTDEM_W92,ECON1_W54,ECON4_a_W54,F_RACETHNMOD,GOVPRIORITYc_W54,F_EDUCCAT2,RACESURV52MOD_W92,F_IDEO,F_CREGION,CANDEXP_W92,FIN_SIT_W54,FAMSURV1_W50
701811.0,A,A,B,A,B,B,B,B,D,I,A,B,C,B,B,B,J,A,B,B,C,C,A,B,C,A,A,B,B,B,E,A,D,D,C,A,C,B,A
702321.0,A,C,D,D,A,B,C,C,D,A,C,A,A,A,C,B,H,D,C,C,B,A,A,D,D,B,A,D,D,B,B,A,E,B,A,A,C,D,B
702342.0,B,D,D,D,C,A,C,C,D,B,C,A,B,C,B,A,J,A,B,B,D,D,A,B,D,B,B,A,B,B,E,A,D,C,D,A,C,C,A
702398.0,C,B,B,D,A,B,C,C,D,E,C,B,C,A,A,B,K,C,B,B,A,B,C,D,B,B,A,D,C,B,C,B,A,C,C,D,C,B,B
702737.0,A,C,B,D,A,B,C,B,D,G,C,B,C,A,A,B,H,A,D,C,B,A,A,C,C,B,A,C,C,A,E,B,A,C,B,C,C,D,B
702867.0,C,D,B,A,C,B,C,C,D,F,A,A,C,C,D,C,J,D,B,B,C,C,B,B,D,A,C,B,A,C,C,C,G,C,A,A,C,C,A
702891.0,A,C,B,C,C,C,B,A,D,H,C,A,B,B,A,B,K,C,B,C,A,C,A,B,C,A,A,B,B,C,E,A,B,C,A,C,D,D,B
703526.0,B,D,D,D,C,A,C,C,D,F,A,A,C,C,A,A,L,D,B,B,D,C,A,C,D,A,B,B,B,A,E,B,A,A,D,A,C,D,C
703590.0,B,D,D,D,C,C,C,B,D,B,A,A,A,D,B,C,H,B,B,B,C,C,A,A,D,A,B,A,B,A,E,C,G,A,D,D,A,D,C
703867.0,A,A,D,D,C,B,C,C,D,F,C,A,B,B,B,A,J,B,B,B,D,C,A,C,C,A,A,B,B,A,E,B,D,C,A,A,D,D,B
703882.0,C,C,A,C,A,B,C,C,D,A,B,B,A,B,C,B,J,A,D,B,A,A,A,B,C,B,A,B,C,B,B,B,D,C,B,C,C,D,B
704352.0,D,D,D,D,C,B,B,B,D,C,A,A,C,B,B,C,B,B,C,B,C,C,C,B,D,B,A,A,A,B,E,D,G,B,A,C,C,D,B
704602.0,A,C,A,D,A,C,B,A,B,C,C,C,D,A,C,B,A,C,C,C,A,A,A,C,B,B,A,B,C,A,E,A,F,B,E,B,C,C,B
704654.0,A,A,A,D,B,B,B,C,D,B,C,C,D,A,C,B,K,C,D,B,A,B,A,C,C,B,A,C,B,D,C,B,A,C,B,B,C,D,B
705066.0,D,C,D,D,C,A,B,B,A,H,A,A,A,C,D,C,E,D,A,A,C,D,A,A,A,A,B,A,B,D,E,C,F,A,C,B,B,D,B
705125.0,E,C,C,C,D,B,C,A,C,G,C,C,D,A,B,B,H,C,C,B,B,A,C,D,B,A,A,B,D,A,B,A,G,B,E,C,D,C,A
705449.0,C,A,A,A,A,B,D,C,B,H,C,B,A,A,B,B,J,C,B,A,A,A,B,D,D,A,A,D,C,A,E,A,F,B,B,B,D,D,A
705453.0,B,D,B,A,B,B,C,B,D,D,C,B,B,B,A,B,H,D,D,B,D,A,A,D,D,A,A,C,B,D,A,B,G,A,E,B,D,A,A
705522.0,E,B,A,B,A,C,C,A,B,C,C,D,D,A,D,B,B,A,C,C,B,A,C,D,B,B,A,C,B,C,B,A,F,B,B,C,C,C,B
705738.0,C,C,A,D,B,B,C,C,D,H,C,B,C,A,B,B,K,A,B,B,B,B,A,C,C,A,A,C,C,A,C,A,F,B,C,C,C,D,B
705843.0,A,C,A,D,B,B,C,C,D,H,A,B,D,A,A,B,J,C,D,B,D,A,A,D,C,B,A,C,B,A,E,C,G,D,C,C,C,B,B
706103.0,C,A,A,A,B,C,B,A,D,B,C,C,D,A,A,B,K,C,D,C,A,B,C,D,C,B,A,C,C,C,E,A,F,B,B,C,C,D,A
706169.0,C,C,A,D,B,B,B,A,B,G,C,D,B,A,A,A,H,B,D,B,D,D,C,C,B,A,B,B,D,C,E,A,G,B,C,C,C,B,B
706656.0,B,B,C,A,B,B,B,B,D,B,A,B,D,A,D,A,D,A,D,B,C,B,C,C,D,B,A,C,B,D,A,C,F,C,C,D,C,C,B
706967.0,E,C,A,C,B,C,B,A,D,I,C,B,D,A,A,B,B,C,C,C,B,A,C,D,A,B,A,C,D,D,E,A,A,B,C,D,C,D,C
706977.0,E,B,A,A,A,B,C,C,C,B,C,B,D,A,A,B,L,C,C,B,B,A,A,D,D,A,A,C,B,D,E,A,F,B,B,D,C,C,A
707092.0,E,A,C,D,A,B,D,C,D,A,C,B,D,A,C,B,H,A,D,B,A,A,C,D,C,A,A,C,C,B,E,A,B,B,B,C,C,A,A
707466.0,E,C,C,C,A,B,B,A,B,G,C,D,D,A,C,B,J,C,C,B,A,A,C,D,B,A,A,C,C,D,E,A,F,B,E,C,C,B,A
707619.0,D,B,D,D,B,A,B,B,D,E,A,A,A,C,C,C,J,B,A,A,D,C,A,A,C,B,B,A,B,B,C,D,D,B,A,C,C,A,B
707685.0,A,B,A,A,C,B,C,C,D,C,C,A,A,A,B,A,A,C,C,B,D,C,B,A,C,A,B,A,B,C,E,C,A,C,C,C,B,C,B
707768.0,D,A,A,D,C,B,C,C,D,D,C,A,D,C,C,A,J,A,A,B,B,C,A,A,D,B,B,B,C,A,C,A,D,B,A,D,D,B,A
707980.0,A,A,A,D,A,B,C,C,D,H,C,B,D,A,D,B,H,A,C,B,A,B,A,C,D,A,A,C,B,C,E,B,A,B,C,D,D,C,B
708280.0,D,A,B,D,B,B,D,C,D,F,A,A,C,B,A,A,J,A,B,B,A,C,A,B,D,A,A,B,B,C,E,B,B,D,C,C,C,C,A
708734.0,B,C,A,D,D,C,C,C,B,B,C,D,A,A,C,B,J,B,A,C,B,B,A,C,B,A,B,A,D,C,E,C,B,C,C,A,D,B,B
708867.0,E,C,A,B,B,B,C,A,D,C,C,C,D,A,B,A,J,A,B,B,A,A,A,D,A,A,A,D,C,B,E,A,B,B,C,C,C,C,B
709277.0,A,D,D,B,C,A,A,C,D,B,A,A,B,C,B,A,J,C,B,B,D,D,B,A,C,B,B,A,A,A,E,B,B,D,A,A,A,C,B
709593.0,D,D,D,D,C,A,C,C,D,D,A,A,B,D,B,C,H,D,A,A,C,B,B,A,D,B,B,A,B,A,E,C,D,D,A,D,A,B,B
709604.0,C,B,B,A,A,C,D,A,B,B,C,C,D,A,D,A,K,C,D,C,D,B,A,D,D,A,A,C,B,D,E,A,G,C,B,B,C,C,A
710053.0,E,D,A,A,C,B,C,B,B,F,A,B,B,C,B,A,J,A,B,B,D,C,B,C,D,A,C,A,B,B,E,C,G,C,A,B,C,B,A
710173.0,E,A,A,A,B,C,D,A,C,G,C,C,D,A,A,B,A,C,D,C,B,A,C,C,B,A,A,D,C,A,E,A,F,B,E,D,D,D,C
710257.0,E,C,A,A,A,A,B,B,C,H,C,B,D,B,C,B,L,A,C,B,B,A,B,C,C,B,A,D,B,A,B,A,B,B,C,B,D,B,B
710450.0,B,D,B,A,A,B,C,A,D,G,C,B,D,B,A,B,J,B,A,B,A,B,B,C,C,B,B,C,C,D,E,B,D,A,A,A,D,B,A
710746.0,E,B,B,B,C,A,D,A,D,B,C,A,A,C,B,B,K,A,B,B,A,C,B,A,D,A,A,A,A,B,E,B,B,D,A,C,B,C,C
710764.0,B,A,B,A,C,B,C,B,D,I,C,A,C,B,A,B,J,A,A,B,B,C,A,B,C,A,D,C,C,A,E,B,D,C,A,D,C,B,C
710952.0,B,B,D,D,C,B,B,C,D,G,A,A,B,C,A,A,K,A,D,B,C,C,A,A,A,B,C,B,B,B,E,B,A,B,A,A,B,B,B
711028.0,C,A,A,A,A,B,D,A,D,H,C,B,B,A,B,B,B,A,C,C,B,B,A,D,D,A,A,C,B,D,E,A,F,D,B,C,C,C,A
711192.0,B,A,B,D,C,B,C,B,D,H,C,A,B,C,B,B,J,B,B,B,A,B,A,B,D,A,C,B,D,D,C,B,G,A,A,D,C,D,B
711217.0,E,A,A,A,A,C,B,A,B,C,C,B,B,A,D,B,B,C,C,C,B,A,A,C,A,B,A,C,C,D,E,A,F,B,E,B,C,C,B
711429.0,B,B,A,A,C,B,A,B,C,B,B,C,C,C,A,B,H,B,B,B,D,C,A,C,C,B,A,C,B,A,A,B,F,C,C,C,C,B,B
711503.0,B,B,B,A,C,A,B,B,D,B,A,B,A,C,B,A,J,A,D,A,A,C,A,A,C,A,C,B,A,B,E,C,F,D,A,C,B,C,B
711527.0,B,D,D,A,B,B,C,A,D,G,C,A,A,C,A,A,J,B,D,B,C,D,B,A,A,B,D,A,B,B,E,D,G,A,D,A,A,B,B
711936.0,A,C,B,B,C,A,C,A,B,C,C,B,C,A,B,B,K,D,A,A,B,C,A,B,D,A,A,C,B,B,C,A,B,B,D,A,D,D,C
712917.0,E,B,A,D,A,B,B,A,D,C,C,B,C,A,B,B,J,A,D,C,B,A,A,D,D,A,A,C,B,D,E,B,F,B,B,A,C,C,B
712988.0,C,B,D,D,C,B,D,C,D,G,A,A,C,C,D,C,J,C,B,B,C,C,B,A,D,A,B,A,B,D,E,D,G,D,D,A,A,C,A
713150.0,B,D,B,C,B,B,D,C,D,E,A,A,B,C,D,A,H,A,B,B,C,C,B,A,C,A,B,A,B,C,E,D,D,C,A,C,C,C,A
713531.0,E,C,A,D,A,B,C,A,C,F,C,C,D,B,A,B,J,C,C,B,B,A,A,C,B,A,A,D,B,B,E,A,B,B,E,A,C,B,C
713534.0,B,D,B,B,C,C,B,C,D,B,C,A,A,D,D,C,J,D,D,C,D,D,B,B,D,A,D,A,B,C,E,D,B,D,A,A,B,C,B
714196.0,E,A,B,A,A,B,A,A,C,C,C,B,B,A,D,B,A,B,C,B,B,A,A,C,C,B,A,C,B,B,A,A,B,C,B,D,C,C,B
714240.0,D,D,D,C,C,C,D,C,D,F,C,B,D,A,B,B,J,D,A,C,D,C,B,C,C,B,B,A,B,A,E,A,D,A,C,C,D,D,C
714617.0,D,A,A,D,C,A,B,A,D,G,C,B,B,D,A,C,J,D,A,B,D,C,B,B,C,A,B,A,C,A,C,A,F,B,A,C,C,B,B
714848.0,A,B,C,D,B,B,B,C,B,C,C,C,C,B,D,A,G,B,D,B,D,B,A,D,D,B,A,C,B,C,A,A,F,B,C,D,C,C,B
715110.0,B,B,D,B,C,A,C,C,D,B,A,A,B,D,D,C,J,C,A,B,D,C,B,A,D,B,D,A,A,B,E,D,B,D,A,A,A,C,B
715486.0,A,D,D,C,B,C,B,C,D,G,A,A,D,C,B,C,L,A,B,C,C,C,B,A,D,A,D,A,B,B,E,D,G,A,C,C,C,B,B
715655.0,C,A,A,D,A,B,B,A,C,H,C,C,C,A,A,B,K,B,C,B,B,A,A,C,B,B,A,C,B,C,C,A,G,B,B,B,C,B,B
716429.0,A,D,B,A,C,A,D,C,D,E,A,A,B,D,B,C,L,B,B,A,C,C,B,B,D,B,A,A,A,D,E,D,B,C,A,C,C,D,C
716558.0,E,C,C,D,D,C,B,A,C,A,C,C,D,A,C,B,H,C,C,C,A,A,C,C,A,A,B,C,C,B,E,A,G,C,C,D,D,B,B
716589.0,C,A,A,A,A,C,C,A,B,B,C,B,C,A,B,B,H,B,D,C,B,B,A,C,C,A,A,C,C,A,E,A,B,C,B,D,C,D,B
717297.0,B,D,C,A,C,A,D,C,D,G,A,A,C,B,B,A,J,C,A,B,C,C,A,C,D,A,B,A,B,A,E,C,G,C,A,C,C,B,C
717762.0,E,B,B,D,C,B,A,C,D,B,A,B,A,A,D,A,J,A,C,B,D,C,A,C,C,A,A,B,C,B,E,C,B,A,A,D,B,C,B
718195.0,C,A,A,A,B,A,A,A,D,G,C,B,C,A,A,B,H,A,C,C,B,C,A,A,D,B,A,B,B,C,C,A,G,B,C,D,B,D,B
718527.0,A,D,B,A,B,B,C,C,D,C,C,A,A,C,B,C,F,A,B,B,C,C,B,A,D,B,A,A,A,A,E,B,F,C,A,A,A,D,B
718594.0,C,C,C,D,A,B,C,C,B,E,C,B,B,A,B,B,L,C,C,B,B,A,A,D,D,B,A,C,C,A,E,B,G,B,B,D,C,C,C
718607.0,B,A,B,A,C,A,C,C,D,H,B,A,B,B,D,A,K,A,A,A,D,C,A,C,C,B,B,C,B,B,E,B,D,D,A,A,C,D,B
718806.0,A,B,B,B,A,B,B,A,D,B,C,B,C,B,B,B,J,B,B,B,A,C,C,B,C,A,B,C,B,D,E,B,B,D,C,B,C,D,B
719124.0,C,D,D,B,B,B,C,B,D,B,B,A,A,B,B,C,J,D,B,B,C,C,B,A,D,B,B,A,A,B,E,C,B,D,A,A,A,D,B
719526.0,C,A,A,B,A,C,C,C,D,H,C,B,C,A,B,B,K,C,D,C,B,A,A,B,B,A,A,C,C,C,E,A,F,C,C,A,C,C,B
719810.0,B,D,C,C,C,A,D,C,D,B,A,A,C,D,B,A,J,A,B,A,A,C,A,C,D,B,B,A,A,D,E,C,A,D,A,A,A,D,C
719892.0,E,B,A,A,A,B,D,A,D,B,C,B,D,A,B,B,H,A,C,B,B,A,A,D,B,B,A,D,B,D,E,A,F,B,B,A,C,C,A
720178.0,E,A,A,C,A,A,B,A,B,H,C,B,C,A,B,B,J,C,D,B,B,A,C,C,C,A,A,D,C,C,E,B,F,C,C,D,C,A,B
720440.0,D,D,D,D,B,C,A,C,D,D,C,A,A,A,A,C,B,C,C,C,C,A,A,B,D,B,A,A,B,B,E,C,B,D,A,D,B,D,B
720786.0,B,D,B,A,C,B,C,C,D,B,A,A,B,C,B,C,J,B,B,B,D,C,B,B,D,B,B,A,B,D,C,B,G,D,D,D,B,D,B
720793.0,E,A,A,B,D,C,C,C,D,C,C,B,B,A,D,B,H,C,C,C,B,A,A,C,D,A,A,D,B,B,E,B,B,A,E,D,B,C,C
720932.0,D,D,A,D,C,B,D,C,D,F,A,A,B,D,A,C,J,B,D,B,D,C,B,A,D,B,D,A,A,D,E,D,G,A,A,A,C,D,B
721482.0,B,D,B,D,B,B,B,C,D,B,A,B,C,C,D,A,J,A,B,B,D,C,B,B,D,B,B,B,B,C,E,C,B,C,A,C,B,D,C
721507.0,E,A,B,D,B,B,B,C,B,G,C,B,D,A,A,B,J,B,B,B,A,B,A,C,C,B,B,B,B,A,E,C,F,B,C,C,C,B,B
721545.0,E,C,A,C,A,C,B,A,C,C,C,B,D,A,B,B,E,A,C,B,B,A,A,C,B,A,B,D,C,C,E,A,F,C,B,A,D,D,B
721611.0,D,A,A,D,A,B,C,C,D,D,B,B,B,B,C,A,J,D,D,B,D,B,A,D,D,A,A,C,C,D,E,B,D,D,C,C,B,B,A
722222.0,B,D,B,A,C,B,C,C,D,G,B,A,B,C,A,C,J,B,A,A,D,C,B,A,D,B,A,A,A,A,E,B,G,B,A,C,C,C,A
722225.0,A,A,B,D,C,B,D,C,D,D,B,A,C,A,B,A,J,A,D,B,A,C,A,C,C,A,A,C,B,D,E,B,G,C,C,C,C,D,C
723860.0,D,D,C,D,D,A,C,C,D,F,C,A,B,D,A,A,K,D,C,A,C,C,A,A,D,B,B,A,B,D,E,B,F,B,D,A,B,B,B
724064.0,E,C,C,C,B,B,B,A,D,C,C,A,B,A,D,B,H,C,B,B,B,A,C,B,A,A,A,C,C,A,C,A,A,B,B,C,D,C,B
724172.0,D,D,A,C,C,B,D,B,D,H,C,A,D,D,B,C,J,D,B,B,D,D,B,B,D,A,A,A,B,D,E,C,F,B,D,D,C,D,C
724403.0,E,C,C,C,A,C,A,C,A,G,C,D,A,A,D,B,A,C,C,C,B,A,A,D,D,B,A,C,C,C,C,A,B,B,B,B,D,C,B
724418.0,E,C,A,B,A,B,A,C,D,A,C,B,D,A,A,B,H,A,C,B,A,B,A,D,C,B,A,C,B,D,E,A,B,B,B,B,C,C,B
724524.0,E,C,A,D,B,B,B,C,C,F,C,C,D,A,B,A,A,C,C,B,A,A,A,C,C,B,A,C,C,B,E,B,B,B,B,C,C,D,C
724895.0,D,D,D,B,B,A,D,B,D,B,A,A,B,B,B,C,J,D,B,B,C,C,B,A,D,B,A,A,B,C,E,B,G,A,A,C,A,D,A
726121.0,E,A,A,A,A,A,C,C,A,G,C,C,D,A,B,B,J,B,C,A,B,A,C,D,B,B,A,C,B,B,B,A,D,B,B,A,C,C,B
726343.0,A,C,A,A,B,B,C,C,C,C,C,B,C,A,A,B,K,A,B,B,A,B,A,C,C,B,A,C,C,B,E,A,A,B,C,A,D,D,B
726699.0,A,D,B,B,C,B,B,B,C,C,A,B,B,B,D,A,J,A,B,B,D,C,B,C,C,B,B,A,A,B,E,C,F,C,A,C,B,C,B
201501116284.0,E,C,C,D,A,B,B,A,A,C,C,C,B,A,A,B,K,C,D,C,B,B,A,C,B,A,A,C,C,D,E,B,F,B,B,C,C,C,C
201501116636.0,B,D,B,B,C,B,D,C,D,H,A,A,B,C,B,A,J,B,B,B,D,C,A,A,D,A,A,B,A,C,E,D,B,A,A,C,C,D,A
201501118947.0,D,B,D,B,C,A,D,B,D,D,B,A,C,A,D,A,J,D,A,C,A,C,B,A,D,A,A,A,B,B,E,B,E,A,D,C,D,C,A
201501119723.0,D,D,B,D,C,A,C,C,D,H,A,A,B,C,B,A,J,C,B,A,C,C,B,B,D,B,C,A,B,A,E,C,G,D,A,C,A,D,A
201501120917.0,A,A,A,A,A,B,C,A,D,E,C,B,D,A,C,B,J,A,D,B,B,A,B,D,A,A,A,C,B,B,E,A,D,D,E,C,C,D,A
201501121312.0,E,C,A,A,A,C,C,C,D,F,C,B,C,A,D,B,J,C,C,C,A,A,A,D,B,A,A,D,C,D,E,A,D,B,B,B,D,D,A
201501121470.0,C,A,A,A,A,B,C,A,C,G,C,C,D,A,A,B,J,C,D,B,A,A,A,D,C,A,A,D,C,A,E,B,F,C,E,A,C,D,C
201501122694.0,B,C,C,C,A,A,D,C,C,F,B,B,D,A,B,B,K,A,B,A,A,A,B,B,C,B,A,C,B,B,E,A,D,C,C,A,C,C,C
201501122831.0,A,A,B,A,B,B,A,C,D,F,B,B,B,B,B,B,K,B,D,B,A,A,A,C,C,A,A,C,C,B,E,A,D,D,C,A,D,D,B
201501123118.0,B,A,A,C,A,C,C,C,D,E,A,C,C,C,C,A,J,A,B,C,A,D,B,C,C,B,A,C,B,C,B,B,G,D,C,C,D,D,B
201501123756.0,B,B,A,A,B,C,D,C,D,H,C,A,D,B,D,A,J,A,A,C,D,D,B,B,D,B,B,A,A,A,E,B,A,D,A,C,B,C,A
201501123812.0,A,A,B,A,B,B,D,C,C,E,A,B,C,B,B,B,J,A,B,B,A,C,A,B,C,A,B,B,C,A,E,B,F,D,A,B,C,D,C
201501124578.0,A,B,A,A,B,B,D,A,D,H,C,C,A,A,B,B,K,A,B,B,A,A,A,B,C,A,A,C,B,D,E,A,G,C,C,D,D,C,A
201501126872.0,A,B,B,A,A,C,C,B,D,C,C,C,D,A,B,A,K,D,C,B,A,A,C,D,C,B,B,C,C,A,E,B,F,C,C,C,D,D,C
201501128639.0,E,A,A,B,A,C,B,A,D,G,C,B,D,B,B,B,K,C,D,C,A,A,C,B,D,A,A,C,B,A,E,B,B,D,C,B,D,D,B
201501129502.0,A,D,D,D,C,B,C,B,D,B,A,A,C,C,D,C,J,A,A,B,C,D,A,A,D,A,B,A,A,A,E,C,G,B,D,C,B,C,A
201501130100.0,A,A,A,D,A,B,B,C,C,C,C,B,B,B,A,B,J,A,B,B,B,B,A,C,D,A,A,C,C,D,C,B,A,B,C,B,B,D,B
201501130193.0,B,B,A,D,C,B,D,C,D,G,A,A,B,B,D,C,J,A,B,B,D,C,B,B,C,B,B,B,A,C,E,C,G,D,A,A,B,C,A
201501130861.0,B,A,B,D,C,B,C,A,D,B,C,A,B,B,D,C,J,A,B,B,C,C,B,B,D,B,A,A,A,C,E,B,G,D,A,D,A,C,A
201501131825.0,E,C,A,C,A,B,D,A,D,E,C,C,D,B,C,A,H,C,C,B,D,A,C,D,B,B,B,C,D,B,E,A,D,D,E,C,D,B,A
201501134096.0,D,D,D,A,C,A,D,B,D,E,A,A,A,C,A,A,J,D,B,B,D,D,A,A,D,A,B,A,B,A,E,B,D,A,A,A,C,D,C
201501136088.0,C,A,B,D,C,B,B,A,D,G,C,A,C,B,B,B,K,A,B,B,B,C,A,B,D,A,B,B,B,A,C,A,B,B,C,C,D,C,B
201501136478.0,D,D,D,D,C,B,B,C,D,G,A,A,B,D,C,C,J,A,A,B,C,C,B,A,D,B,D,A,C,B,D,C,D,A,A,C,B,D,B
201501136603.0,C,A,A,A,A,B,C,C,B,C,C,B,D,A,D,B,J,B,D,C,B,A,A,C,B,A,A,C,B,D,B,A,G,C,C,C,D,C,B
201501136658.0,D,D,D,B,C,B,C,C,D,F,A,A,A,D,D,C,K,B,B,B,C,D,B,A,D,B,D,A,A,B,E,D,G,A,A,B,A,C,B
201501136674.0,E,A,B,C,A,B,D,B,D,I,B,A,B,A,A,B,J,C,C,B,B,C,A,C,D,A,A,C,C,C,E,A,D,D,A,B,D,A,C
201501136677.0,A,A,A,C,D,B,C,C,D,I,B,B,C,B,A,B,J,C,C,B,B,B,A,C,C,B,A,C,B,C,E,A,D,B,C,B,B,D,B
201501137331.0,E,A,B,C,B,B,D,C,D,D,C,B,A,A,B,B,J,C,B,B,B,A,A,D,D,A,A,D,B,C,E,A,D,D,B,C,D,B,A
201501137351.0,D,A,A,C,C,C,D,C,D,F,C,A,D,D,B,C,K,A,B,C,D,B,B,B,C,B,B,B,B,D,E,C,G,A,C,A,B,D,C
201501140066.0,D,D,D,B,C,B,D,C,D,G,A,A,B,C,B,C,J,B,B,B,C,C,A,B,D,B,B,B,B,A,E,C,G,D,A,A,C,D,C
201501140481.0,D,B,A,A,C,B,A,A,B,I,C,B,B,A,A,B,J,D,A,C,B,A,C,B,B,B,B,A,D,B,C,A,F,B,C,D,C,B,C
201501140868.0,D,D,B,A,C,A,D,C,D,E,A,A,B,C,B,A,J,B,A,B,D,C,A,B,D,B,B,A,B,D,E,D,D,D,A,B,C,D,A
201501141484.0,E,C,C,D,A,C,B,C,D,C,C,C,D,A,B,B,K,C,C,C,A,A,A,D,B,A,A,C,C,D,E,B,F,B,B,C,C,C,B
201501148011.0,A,D,D,D,C,B,D,B,D,H,B,A,B,B,D,B,J,C,B,B,D,C,A,B,D,A,A,A,B,D,E,B,A,D,A,B,D,C,A
201501157549.0,A,A,A,A,B,B,D,C,D,B,C,B,B,A,D,B,K,C,B,B,A,A,A,C,B,A,A,C,A,C,E,B,B,C,C,D,D,C,C
201501160842.0,B,D,C,A,C,B,D,B,D,B,A,A,B,D,D,C,J,D,B,B,D,C,B,B,D,B,B,A,B,D,E,D,G,D,D,D,A,C,A
201501170138.0,A,D,A,A,C,C,B,C,D,H,A,A,D,C,B,C,J,A,B,C,C,D,B,A,A,A,A,A,B,C,E,B,D,D,A,D,D,D,B
201501173112.0,A,D,B,A,B,C,C,C,D,B,A,B,B,B,B,B,J,A,D,B,A,C,A,C,D,A,B,B,B,C,E,B,B,B,C,C,A,C,C
201501173352.0,B,D,D,B,C,B,D,B,D,H,A,A,A,B,D,A,K,D,B,B,D,C,A,A,C,A,A,B,A,C,C,B,G,D,A,C,C,C,C
201501175156.0,B,D,B,D,B,B,D,C,D,H,A,B,B,B,A,C,J,A,A,B,A,B,B,A,D,B,C,A,B,D,E,D,D,A,A,C,B,C,A
201501175652.0,E,D,A,D,A,C,D,B,D,H,C,A,D,B,B,B,J,D,B,C,B,A,A,B,B,A,A,C,C,B,B,A,F,C,C,C,C,C,B
201501176961.0,D,B,B,D,C,A,C,B,D,F,C,A,A,B,B,A,J,B,A,C,C,D,A,B,B,A,A,A,B,B,E,B,A,A,A,C,B,D,B
201501178408.0,A,A,B,D,C,A,C,C,D,C,B,B,B,B,B,A,K,D,B,A,D,C,A,B,D,B,B,B,B,D,E,C,B,B,C,B,B,C,B
201501178474.0,E,C,A,D,B,B,C,C,D,I,A,A,A,A,C,B,L,C,C,C,B,A,A,D,C,B,C,C,A,C,D,C,D,B,C,C,A,C,B
201501179248.0,D,B,A,B,B,C,B,B,C,H,A,C,D,B,C,B,J,A,B,B,B,B,C,C,C,A,A,C,B,B,B,B,B,B,A,C,D,C,B
201501179962.0,A,B,B,C,C,B,D,B,D,G,C,A,B,C,B,A,J,B,B,B,D,D,B,A,C,A,A,B,B,C,E,C,B,A,D,C,C,D,C
201501180373.0,B,B,A,D,B,B,D,C,D,G,C,B,B,D,D,A,K,B,A,B,D,B,A,A,C,B,C,A,B,C,C,C,B,C,A,D,B,C,A
201501180969.0,E,C,C,D,A,B,D,C,D,D,C,D,C,A,C,B,K,A,D,B,B,A,A,D,C,A,A,C,C,D,E,B,F,B,E,D,D,D,A
201501181026.0,B,D,B,A,C,B,C,C,C,B,A,A,C,B,B,C,J,B,B,C,C,C,C,B,D,B,B,B,B,D,E,C,D,D,A,C,B,C,B
201501182789.0,A,D,D,A,C,B,D,C,D,D,C,A,A,C,C,C,J,A,A,B,D,C,B,A,D,A,C,A,A,A,E,C,D,C,A,D,A,C,A
201501184279.0,A,D,D,D,C,B,D,B,D,B,A,A,A,C,B,C,K,A,A,B,D,C,B,A,D,B,B,A,A,D,C,D,G,C,A,D,A,C,C
201501185503.0,D,C,B,A,B,C,B,A,B,G,C,C,D,A,A,B,G,C,B,A,B,B,A,A,A,B,C,B,C,B,B,A,D,B,C,C,B,D,B
201501187034.0,A,B,B,A,C,A,D,C,D,E,A,A,A,D,B,C,J,B,B,A,C,C,A,A,D,A,B,A,B,D,E,B,G,D,D,C,A,C,A
201501187063.0,D,D,D,D,C,B,C,C,D,B,A,A,C,C,B,C,J,B,D,B,C,C,B,A,D,B,B,A,A,A,E,B,A,A,A,C,A,D,B
201501187815.0,A,D,B,B,B,B,D,C,D,C,C,C,C,A,B,B,H,C,B,B,A,A,C,C,D,B,A,A,B,D,E,B,F,B,C,A,C,C,A
201501188271.0,C,D,B,A,B,B,D,B,D,D,A,A,D,B,D,A,K,A,B,B,A,C,B,B,D,B,B,B,A,D,E,B,A,C,A,B,C,D,A
201501188906.0,B,D,D,C,B,B,C,C,D,D,A,A,C,B,A,A,K,B,B,B,C,C,C,A,D,B,A,A,C,A,E,B,G,C,A,A,C,B,B
201501188973.0,B,D,A,B,C,A,D,C,D,G,A,A,C,C,D,A,K,B,D,A,D,C,B,B,D,B,A,B,B,B,E,B,D,C,A,A,C,C,A
201501189101.0,E,C,C,D,A,B,A,A,C,H,C,C,B,A,B,B,H,C,C,B,B,A,A,C,C,A,A,D,C,D,E,A,F,B,E,B,C,D,B
201501190797.0,B,B,D,C,C,A,D,C,D,G,A,A,C,C,B,B,J,C,A,A,D,C,A,B,D,B,B,A,B,B,E,C,B,D,A,C,B,D,A
201501191201.0,A,D,D,D,B,A,D,B,D,H,A,A,A,D,B,C,A,C,C,B,C,C,B,C,D,B,C,A,B,C,E,D,B,D,C,B,A,D,C
201501191504.0,D,A,B,A,B,B,D,A,C,A,C,B,C,A,B,B,K,B,B,A,A,A,A,C,C,B,A,C,B,A,E,B,D,C,C,B,C,D,A
