caseid,BLOCK0QID11_W1,BLOCK0QID12_W1,BLOCK0QID13_W1,BLOCK0QID14_W1,BLOCK0QID15_W1,BLOCK0QID18_W1,BLOCK0QID20_W1,BLOCK0QID21_W1,BLOCK0QID22_W1,BLOCK30QID9_1_W1,BLOCK30QID9_2_W1,BLOCK30QID9_3_W1,BLOCK30QID9_4_W1,BLOCK30QID9_5_W1,BLOCK30QID9_6_W1,BLOCK30QID9_7_W1,BLOCK30QID9_8_W1,BLOCK30QID9_9_W1,BLOCK30QID9_10_W1,BLOCK30QID9_11_W1,BLOCK30QID9_12_W1,BLOCK30QID9_13_W1,BLOCK30QID9_14_W1,BLOCK30QID9_15_W1,BLOCK30QID9_16_W1,BLOCK30QID9_17_W1,BLOCK30QID9_18_W1,BLOCK30QID9_19_W1,BLOCK30QID9_20_W1,BLOCK30QID9_21_W1,BLOCK30QID9_22_W1,BLOCK30QID9_23_W1,BLOCK30QID9_24_W1,BLOCK30QID9_25_W1,BLOCK30QID9_26_W1,BLOCK30QID9_27_W1,BLOCK30QID9_28_W1,BLOCK30QID9_29_W1,BLOCK30QID9_30_W1,BLOCK30QID9_31_W1,BLOCK30QID9_32_W1,BLOCK30QID9_33_W1,BLOCK30QID9_34_W1,BLOCK30QID9_35_W1,BLOCK30QID9_36_W1,BLOCK30QID9_37_W1,BLOCK30QID9_38_W1,BLOCK30QID9_39_W1,BLOCK30QID9_40_W1
10000647,A,B,C,C,B,B,B,B,E,A,B,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,A,A,B,A,A,B,A,A,B,B,A,B
10000648,B,B,A,E,A,L,B,C,E,A,B,B,B,A,A,B,B,B,B,A,B,B,B,B,A,B,B,B,A,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,A,B,A
10000649,B,A,B,F,A,J,B,D,E,B,B,A,B,A,B,B,A,A,B,B,B,B,A,B,B,B,B,B,A,A,B,A,A,B,A,A,B,A,B,B,A,B,B,B,B,A,A,A,A
10000650,C,A,C,E,C,A,A,A,B,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,A,A,B,B,B,B,A,B,B,A,B,B
10000651,C,A,D,D,A,K,C,C,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,B,B,A,B,A,A,B,B,B,A,A,B,B,B,B,B,B,B,A,A,A,B
10000652,D,B,B,D,A,J,A,E,B,A,A,B,A,B,A,B,B,A,A,B,A,B,A,B,B,A,B,A,A,B,A,B,A,A,A,B,B,B,A,B,B,A,B,B,B,B,B,A,A
10000653,B,A,B,D,A,A,C,E,B,A,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,A,B,B,B,A,B,B,A,B,B,A,A,A,A,A,B,B,B,A
10000654,C,B,C,E,A,K,A,C,B,A,B,B,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,B,A,B,A,B,B,B,A,B,A,A,B,B,B,A,A,B,B
10000655,D,B,A,E,A,J,B,B,E,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,A,B,A,A,A,B,B,A,B,A,B,B,B,B,A,A,B,B
10000656,C,A,A,E,A,A,A,D,C,A,A,A,B,B,A,B,B,A,A,A,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,A,A,B,B,A,B,B,A,B,B,A,B
10000657,D,B,C,E,E,B,B,E,C,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
10000658,C,A,D,F,A,A,C,A,C,B,B,A,B,B,A,A,A,B,A,B,B,B,B,B,B,B,A,A,A,B,B,B,A,B,B,A,A,B,A,B,A,B,B,B,B,B,B,B,B
10000659,C,B,B,E,A,I,C,C,D,B,A,A,B,A,A,A,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B
10000660,D,B,C,C,E,B,B,E,D,B,A,A,B,B,B,B,A,B,B,A,B,A,A,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,A,B,A,B,B,A,B,A,A,A
10000661,C,B,B,C,A,A,B,C,D,A,B,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,B,B,A,B,B,A,B,B,B,A,A,A,B,A,B,B,A,B,B
10000662,B,B,C,E,A,A,B,E,E,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,B,B,A,B,B,B,A,A,A,B,A,A,B,A,B,A,B,A,A,A,A,A,A,A
10000663,D,A,B,E,A,A,A,D,B,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,A,B,A
10000664,A,A,B,F,A,J,B,E,D,B,B,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,A,B,B,A,B,A,B,A,A,A,A,B
10000665,C,B,C,C,A,K,A,B,A,B,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,B,B,A,B,B,A,B,A,B,B,A,A
10000666,D,A,C,C,A,J,B,C,D,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,A,B,B,A,A,B,B
10000667,A,B,C,D,A,L,C,E,C,A,A,B,B,A,A,B,B,A,A,A,A,A,B,A,B,B,A,B,A,B,A,A,A,A,B,B,B,B,A,B,A,A,A,B,B,A,B,A,B
10000668,B,B,D,D,A,J,B,E,D,B,B,B,B,B,A,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,A,B,B,B,B
10000669,D,A,C,C,A,C,A,B,B,A,B,B,A,A,B,B,B,B,A,B,A,B,A,A,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,B,A,B,B,B,B
10000670,C,A,B,D,A,A,A,E,B,A,B,A,A,A,B,B,A,B,A,A,A,A,A,B,B,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,B,B,B
10000671,C,B,D,E,A,L,B,A,D,B,B,B,B,B,B,B,A,B,B,B,B,B,A,A,A,B,A,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,A,B,B
10000672,D,B,B,E,A,L,A,C,B,A,B,A,A,B,A,B,A,B,A,A,A,B,A,A,A,B,B,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,B,B,B,B,A,B,A
10000673,C,B,A,D,A,A,A,E,A,B,B,B,B,B,A,B,B,A,A,A,B,B,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,A
10000674,B,A,B,E,D,A,B,B,D,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,B
10000675,C,B,B,C,A,A,B,B,C,A,B,B,B,B,B,A,A,B,B,A,B,B,A,B,B,B,A,A,B,A,B,B,B,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,A
10000676,D,A,B,E,A,A,A,D,A,B,B,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A
10000677,D,A,B,C,D,B,C,E,C,B,A,A,B,A,B,A,B,A,B,B,B,A,B,B,B,A,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,B,B,B,A,B,B,A
10000678,A,B,D,E,A,K,B,B,E,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
10000679,C,A,C,F,A,A,B,D,D,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,A,A,B,B,A,B,A,B,A,A,B,A,B,B,B,B,A,B,B,B,A,B,B,B
10000680,C,A,A,E,B,K,B,B,C,A,B,A,A,A,B,B,A,A,B,A,A,A,B,A,A,A,A,A,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A
10000681,C,A,B,C,A,A,C,B,C,B,A,B,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,B,B,A,B,A,B,B,B,B,A,A,A,B,B,B,A,A,B
10000682,A,B,B,C,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,A,A,B,A,B,B,A,A,B,A,A,B,B,B,A,A,A,A,A,B,A,B,B,B,B,A,A,A
10000683,D,B,C,B,A,A,A,C,B,A,B,A,B,A,B,A,A,B,B,B,B,A,A,B,B,A,B,B,B,A,B,A,A,B,A,A,B,B,B,B,A,A,A,B,A,B,A,A,A
10000684,C,A,A,E,A,A,A,D,D,A,B,A,B,B,B,B,B,A,B,A,A,A,B,B,A,A,A,B,B,B,B,B,A,B,B,B,A,A,B,B,B,A,B,B,B,B,A,B,A
10000685,C,A,D,E,A,I,A,C,B,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A
10000686,C,A,A,D,B,J,C,E,D,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,A,B,B,B,B,A,A
10000687,C,B,D,F,A,B,A,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000688,A,A,C,E,C,I,B,E,C,B,B,A,A,B,B,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,B,A,A,B,B,B,B
10000689,C,B,C,D,B,A,C,B,B,B,A,A,A,A,B,A,A,A,B,A,B,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
10000690,D,A,A,B,D,B,A,B,C,A,A,A,A,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A
10000691,C,B,C,E,A,K,C,D,C,A,A,A,A,B,B,B,B,B,A,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,A
10000692,A,A,D,F,A,B,B,C,D,A,A,A,A,B,A,B,B,A,A,B,B,B,A,A,B,A,A,A,B,B,B,B,A,B,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
10000693,C,B,C,F,A,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B
10000694,D,A,C,B,A,G,C,D,D,B,B,A,A,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B
10000695,C,B,A,E,A,A,C,E,C,B,A,B,A,B,A,B,A,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,A,B,A,B,B,B,B,B
10000696,D,A,B,B,D,A,B,C,D,B,A,B,B,A,A,B,B,B,B,B,B,A,B,B,B,A,B,A,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,B,A
10000697,E,A,B,E,C,K,C,E,C,A,B,A,B,B,A,A,A,B,A,A,A,B,B,B,B,A,B,B,B,B,B,A,B,B,B,A,A,A,B,B,A,A,B,B,A,A,B,B,A
10000698,C,B,C,C,A,A,A,A,A,A,B,B,A,A,A,A,B,A,B,B,B,B,A,B,A,B,A,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,B,B,A,B,B,B,A
10000699,D,B,C,C,A,L,A,A,B,B,B,B,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,A
10000700,C,B,D,E,A,B,A,C,B,B,A,A,A,B,B,B,B,B,B,A,B,A,A,B,A,B,B,A,B,A,B,B,B,A,A,A,A,B,A,B,A,A,B,B,B,A,A,B,A
10000701,D,A,A,E,D,B,B,C,C,B,B,A,A,A,A,B,B,B,A,A,A,A,B,A,B,B,B,A,B,B,B,A,A,A,B,A,A,A,A,B,A,A,B,B,B,A,A,A,B
10000702,D,A,B,E,C,I,B,E,E,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B
10000703,C,B,C,F,A,A,C,D,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,A,B,B,B,A,B,A,B,B,A,B,B,B,B,A,B,B,A,B,A,A
10000704,B,B,D,D,A,L,B,B,D,A,A,B,B,B,B,A,A,A,B,A,B,B,A,A,A,A,B,B,B,B,A,A,A,B,A,B,B,B,B,A,A,A,A,B,B,B,B,B,A
10000705,C,B,C,C,A,K,C,D,C,A,A,B,A,B,B,B,B,B,B,A,B,B,B,A,A,A,B,B,A,A,A,B,B,B,B,A,B,B,A,A,B,A,B,B,B,A,B,A,B
10000706,A,B,B,E,A,L,D,D,E,B,B,B,B,B,B,A,A,B,A,B,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,B,A,B,B,A
10000707,B,B,C,C,A,J,B,A,E,A,A,A,A,B,B,A,B,A,A,A,B,B,A,A,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B
10000708,D,B,C,D,A,I,A,A,B,A,B,A,B,B,A,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,B,A,A,A,A
10000709,D,A,C,E,A,L,B,E,D,B,B,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A
10000710,C,B,B,E,A,I,A,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B
10000711,C,B,C,F,A,A,B,D,E,B,B,A,A,A,A,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,A,A,B,B,A,B,A
10000712,A,B,C,E,A,B,C,E,C,B,A,B,B,B,B,A,A,B,B,A,A,A,B,A,B,A,A,B,B,B,B,A,B,B,A,B,B,B,A,A,A,B,B,B,A,A,B,A,B
10000713,B,A,C,D,A,L,A,E,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A
10000714,B,B,C,C,A,A,B,B,D,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B
10000715,B,A,A,D,C,J,B,C,D,A,A,B,B,A,B,A,A,B,A,B,A,B,B,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A,B,B,B,B,A,B,B,B,B,A,B
10000716,C,A,A,C,D,L,C,A,C,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,A,A
10000717,B,B,C,B,A,A,B,B,E,B,A,A,A,B,A,A,A,B,A,A,B,A,B,B,A,B,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,B,B,A,A,B,B,B,A
10000718,B,B,A,D,A,B,A,E,A,A,B,A,B,A,B,B,B,A,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,B,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A
10000719,D,B,B,E,B,K,A,A,A,B,B,A,B,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,B,B,B,A,A,A,B,B,B,A,B,B,B,B
10000720,C,A,C,E,A,L,C,B,C,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,B,B,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,A,B
10000721,D,A,C,E,A,B,A,D,C,A,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,A,A,A,B,B
10000722,D,B,B,B,A,J,B,A,D,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B
10000723,A,B,C,B,A,A,A,B,B,A,B,B,A,A,B,A,B,A,A,B,B,A,A,B,A,B,A,A,B,B,A,B,B,B,A,B,A,B,A,B,A,B,A,A,A,A,B,A,A
10000724,B,A,C,D,A,A,B,A,D,B,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,B,A,A,A,A,B,B,B,B,A,A,B,B,B,B
10000725,B,B,B,B,A,I,B,D,D,A,B,B,A,B,B,B,A,B,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A
10000726,C,B,C,F,B,A,B,E,D,B,A,A,B,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A
10000727,A,A,B,F,B,A,B,E,D,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A
10000728,C,A,A,E,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,A,B,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,B,A,B,B,A,A,B,B,A,B,A,B,B
10000729,C,B,C,D,A,K,C,B,C,A,B,A,B,A,A,A,A,B,B,A,B,B,A,A,B,B,A,A,B,A,A,A,A,B,B,B,A,A,A,B,A,B,A,B,B,A,A,A,A
10000730,C,A,A,B,D,I,A,A,C,A,A,B,B,B,B,B,A,B,A,B,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,B
10000731,B,B,B,F,A,L,B,E,D,B,B,A,B,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,A,B,A,B,B,B,B,B,A,A,A,A
10000732,C,A,C,F,B,J,B,E,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,B,B,A,B,A,B
10000733,C,A,C,E,A,A,A,B,B,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B
10000734,C,A,B,C,D,J,C,C,C,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A
10000735,C,B,C,F,A,F,A,B,B,A,B,B,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,B,A,A,A,B,A
10000736,C,A,B,E,A,J,C,C,E,B,B,A,B,B,B,B,A,B,B,A,B,B,A,B,B,B,A,A,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10000737,D,A,B,E,D,B,B,E,D,A,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B
10000738,C,B,C,D,A,B,A,A,C,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
10000739,A,B,A,E,A,A,B,D,E,A,B,B,B,A,B,B,B,B,B,A,A,A,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B,A,B,B,A,B,B,A,A,B,A,B,A
10000740,B,A,B,C,A,K,C,B,D,B,A,A,B,A,B,A,B,B,A,A,B,B,A,B,B,B,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,A,B,A,B,A,A,A,B
10000741,A,B,B,E,A,I,B,C,D,A,B,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,A
10000742,D,B,B,D,D,A,B,E,D,A,B,A,B,B,B,A,A,B,A,A,B,B,B,B,B,A,A,B,A,B,B,B,A,B,B,A,B,B,A,B,A,B,B,A,A,A,B,A,B
10000743,C,B,B,D,A,A,C,C,C,B,B,B,B,B,B,A,B,B,A,B,A,A,B,B,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,B,B,B,A,B,A,A,A,A
10000744,D,B,B,E,A,B,B,E,C,A,A,A,A,B,B,A,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,B,A,A,A
10000745,C,B,B,C,D,B,C,E,C,B,A,B,B,B,A,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,B,A,A,B,B,B,B,B,A,B,B,A,A,A,B
10000746,A,A,B,D,B,B,A,E,E,A,A,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,B,B,B,A,A,B,B,A,A,A,B,A,B,B,A,A,A,B,B,A,A,B,A
10000747,C,A,B,F,A,A,B,B,D,B,A,B,B,B,A,B,B,A,B,A,B,B,A,A,B,B,B,A,A,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,B
10000748,B,B,B,E,A,I,B,B,E,B,B,B,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,B,B,A,A,B,B,A,B,B
10000749,C,B,A,E,A,J,B,D,E,B,B,B,B,A,A,B,B,A,B,B,A,B,A,A,B,B,A,B,A,A,B,A,A,A,A,A,B,B,A,B,A,B,A,A,B,B,B,B,B
10000750,C,B,D,C,A,A,A,B,B,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,A,B,B,B,B,B,A,B,A,B,A,B,A,B,B,B,B,B,B,A,B,B,A,A
10000751,D,A,D,E,A,L,C,B,B,B,B,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,A,A,B,B,A,B,A,B,B,B,B,B,B
10000752,C,B,B,B,A,K,A,A,C,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
10000753,C,A,A,B,B,L,C,E,C,B,B,B,A,A,B,B,B,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,B,B,B,A,A,A,B,B,B,A,A,A,A,B,A
10000754,C,B,C,E,B,B,B,D,D,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,A,A,A,B,A,A,A,B,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,B,A
10000755,A,B,D,F,A,B,C,A,C,B,B,B,B,B,A,B,B,A,A,A,B,B,B,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B
10000756,D,B,B,F,B,B,B,E,E,A,A,A,A,B,A,A,A,A,B,B,A,A,B,A,A,A,A,A,B,A,A,B,A,B,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A
10000757,D,A,A,C,D,B,B,B,D,B,B,B,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,A,B,B,B,B,A,A,A,B,B,A,B,A,A,B,A,B,B,A,A,B
10000758,A,A,D,F,A,I,B,B,D,B,B,A,B,B,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,A,B,B,A,B,A,B,B,B,B,A,B,B,B,A,B,A,A,B,B
10000759,C,B,C,C,A,J,C,B,C,A,B,B,B,B,B,A,B,B,A,B,B,A,B,A,B,B,B,A,B,B,B,B,B,B,A,A,B,A,A,B,A,B,A,A,B,B,B,B,B
10000760,D,A,C,C,A,I,C,A,C,B,A,A,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A
10000761,B,B,C,D,A,L,B,A,A,B,B,B,A,B,B,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,A,B,B,A,B,B,B,B,A,A,A
10000762,C,A,C,E,A,A,C,D,C,A,B,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,B,A,A,B,A,B,A,A,B,B,A,B,B,B,B,B,B,B,B
10000763,C,B,B,D,A,L,C,D,C,A,B,B,B,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,B,A,A,A,B,A,B,B,B,A,A,B,A,A,A,B,B,A,B,A,B
10000764,B,B,C,E,A,A,B,E,C,A,A,A,B,A,B,A,B,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,B,B,B,A,B,A,A,B
10000765,D,B,C,C,B,K,C,A,C,B,B,B,A,A,B,B,A,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,B,A,B,A,B,A,B,B
10000766,D,A,B,C,A,D,C,D,C,A,A,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,A,B,A,A,A,A,B,A,A,A,B,B,A,B,A,B,B,B,A,A,A,A,B
10000767,B,B,B,E,A,I,B,A,E,B,B,B,B,B,B,A,B,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,A,B,A,A,B,B,A,A,A,B,B,A,B,A,A,B,B
10000768,C,B,B,B,B,K,B,B,D,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,B,A,A,B,A,A,A,A,B,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B
10000769,C,A,B,D,A,I,B,C,E,B,A,A,B,B,A,A,A,B,A,B,B,A,A,B,B,A,B,A,B,B,B,B,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A
10000770,C,A,B,E,B,A,B,E,D,B,A,A,A,B,B,B,B,A,B,B,B,A,B,B,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,A,B
10000771,A,A,C,E,A,K,B,C,E,A,B,A,A,A,B,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10000772,C,A,A,E,D,L,C,D,C,B,B,A,A,B,B,A,B,A,B,B,A,B,B,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,B,A,A,B,A,B,B,B,B,A,A
10000773,C,B,D,E,A,I,B,C,D,B,B,B,A,A,B,B,B,B,B,A,B,B,B,A,B,A,B,B,B,A,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A
10000774,C,B,A,E,A,B,A,C,B,B,B,A,A,B,B,A,B,B,A,B,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,A,A,A,B
10000775,C,B,D,B,A,A,C,A,D,B,B,A,A,A,A,A,B,A,A,B,A,B,B,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,B,A,B,B,A,A,B,A,B,B,B
10000776,C,B,C,D,A,A,C,B,C,B,B,B,B,B,B,A,B,B,A,B,A,A,B,B,B,B,A,A,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,A,A
